-0.782294, 0.259648, 0.566215
-0.743549, 0.00571162, 0.668657
-0.636867, -0.245337, 0.730896
-0.356304, -0.655585, 0.665775
-0.123916, -0.861777, 0.491921
-0.0382096, -0.925065, 0.377881
-0.838061, 0.341072, 0.425821
-0.774129, 0.335844, 0.536593
-0.722259, 0.320643, 0.612805
-0.578073, 0.278342, 0.767044
-0.404661, 0.225242, 0.886293
-0.19264, 0.147529, 0.970116
0.0116464, 0.0618021, 0.99802
0.160453, -0.0195127, 0.986851
0.272446, -0.0666499, 0.95986
0.354919, -0.0954674, 0.93001
0.435331, -0.116916, 0.892646
0.515279, -0.149831, 0.843823
0.553845, -0.1639, 0.816329
-0.782294, 0.259648, 0.566215
-0.782294, 0.259648, 0.566215
-0.647939, -0.248662, 0.71996
-0.285757, -0.672029, 0.683169
-0.0534845, -0.895679, 0.441473
-0.0227384, -0.949696, 0.312347
0.00287374, -0.0928255, 0.995678
0.0884583, 0.19567, 0.976672
0.149141, 0.183439, 0.971652
0.23624, 0.151574, 0.9598
0.29097, 0.134225, 0.94727
0.383257, 0.0880627, 0.919434
-0.838061, 0.341072, 0.425821
-0.838061, 0.341072, 0.425821
-0.697513, 0.325114, 0.638573
-0.60063, 0.28217, 0.74808
-0.413382, 0.216815, 0.884368
-0.174702, 0.162675, 0.97109
0.0214029, 0.0544889, 0.998285
0.187736, -0.0344244, 0.981616
0.268864, -0.0781944, 0.959999
0.35835, -0.0867464, 0.929549
0.434514, -0.120647, 0.892548
0.509577, -0.1424, 0.84856
0.596196, -0.184832, 0.781273
0.57703, -0.15512, 0.801857
-0.735242, 0.156229, 0.659554
-0.671616, 0.435627, 0.599301
-0.504554, 0.402575, 0.763779
-0.257582, 0.244691, 0.934761
-0.107949, 0.247334, 0.962898
0.0131574, 0.214963, 0.976534
0.12684, 0.186645, 0.974205
0.124976, 0.184515, 0.974851
0.19536, 0.178853, 0.964285
0.383257, 0.0880627, 0.919434
0.591522, 0.0888135, 0.801383
-0.77144, 0.368306, 0.518874
-0.762966, 0.431198, 0.481613
-0.641694, 0.365172, 0.674447
-0.489473, 0.328387, 0.807823
-0.285073, 0.240136, 0.927938
-0.104993, 0.162798, 0.981057
0.0590409, 0.0688754, 0.995877
0.242126, -0.00950159, 0.970198
0.323288, -0.050837, 0.944934
0.397041, -0.0711517, 0.915039
0.461177, -0.0977737, 0.881905
0.556899, -0.125148, 0.821098
0.58488, -0.0911146, 0.805986
-0.605589, 0.44346, 0.660761
-0.629762, 0.484242, 0.60738
-0.400499, 0.387923, 0.83013
-0.120851, 0.307669, 0.943787
-0.0397392, 0.304036, 0.951831
0.0754391, 0.233948, 0.969318
0.108628, 0.217947, 0.969896
0.145899, 0.190382, 0.970808
0.331029, 0.112434, 0.936898
0.928286, 0.0461262, 0.368995
0.902548, 0.130554, 0.410321
-0.698382, 0.463393, 0.545463
-0.669594, 0.579946, 0.464012
-0.50917, 0.606945, 0.610215
-0.374494, 0.530511, 0.760469
-0.203713, 0.384013, 0.900575
-0.0369906, 0.260584, 0.964742
0.117176, 0.130953, 0.98444
0.283032, 0.0891542, 0.954958
0.380432, 0.0414364, 0.92388
0.448706, -0.0129347, 0.893586
0.513141, 0.00149408, 0.858303
0.661923, -0.0542025, 0.74761
0.65693, -0.0153811, 0.753795
-0.528194, 0.50192, 0.684899
-0.530915, 0.611354, 0.586836
-0.263242, 0.460458, 0.847751
-0.0928575, 0.354917, 0.930275
0.00323906, 0.301653, 0.953412
0.0642845, 0.305613, 0.949983
0.059665, 0.303027, 0.951112
0.291093, 0.308799, 0.905488
0.868237, 0.213742, 0.447749
0.902548, 0.130554, 0.410321
-0.669594, 0.579946, 0.464012
-0.59526, 0.617176, 0.514547
-0.59797, 0.655258, 0.461593
-0.628837, 0.50937, 0.587458
-0.49162, 0.481078, 0.725861
-0.274099, 0.475438, 0.83596
0.0213045, 0.417912, 0.908237
0.21105, 0.337701, 0.917287
0.276677, 0.205176, 0.938804
0.421607, 0.101433, 0.901088
0.515471, 0.0402715, 0.85596
0.650906, 0.0234645, 0.758796
0.641101, 0.170226, 0.74834
-0.476627, 0.542265, 0.691936
-0.606837, 0.522119, 0.599284
-0.293223, 0.438924, 0.849333
-0.00229551, 0.420762, 0.907168
0.104479, 0.398236, 0.911313
0.157859, 0.409461, 0.898567
0.440433, 0.44411, 0.780247
0.621419, 0.327845, 0.711587
-0.728604, 0.327539, 0.601543
-0.828884, 0.142927, 0.540855
-0.472939, 0.308808, 0.825207
-0.237118, 0.380246, 0.893973
-0.107281, 0.403484, 0.908676
-0.0114884, 0.370746, 0.928663
0.0728346, 0.436483, 0.89676
0.231126, 0.531331, 0.815026
0.373254, 0.537835, 0.75592
0.541516, 0.523106, 0.658119
0.617557, 0.283069, 0.733822
-0.499757, 0.372521, 0.781966
-0.512344, 0.344735, 0.78655
-0.0962165, 0.380797, 0.919639
0.0525121, 0.365456, 0.929346
0.21611, 0.374866, 0.901538
0.766875, 0.281929, 0.576557
0.617257, 0.3712, 0.693689
-0.711028, 0.0185189, 0.70292
-0.714318, -0.0623194, 0.697041
-0.380231, 0.0803411, 0.921395
-0.206195, 0.123481, 0.970689
0.000815995, 0.208561, 0.978009
0.265469, 0.344136, 0.900609
0.454745, 0.513479, 0.727699
0.495424, 0.581035, 0.645719
0.414475, 0.548815, 0.725956
0.459579, 0.533014, 0.71041
-0.528639, 0.200625, 0.824797
-0.543621, 0.15225, 0.825407
-0.0631478, 0.20906, 0.975862
0.112715, 0.233121, 0.965893
0.27969, 0.273094, 0.920431
0.415277, 0.293208, 0.861147
-0.602479, -0.104731, 0.791234
-0.552013, -0.0260377, 0.833429
-0.267531, 0.0406928, 0.962689
-0.0869876, 0.13357, 0.987214
0.223467, 0.224512, 0.948503
0.507994, 0.389768, 0.768129
0.548524, 0.467797, 0.693028
0.500759, 0.522016, 0.690463
-0.588051, 0.0573084, 0.806791
-0.520564, 0.101328, 0.847789
-0.0292929, 0.145978, 0.988854
0.161889, 0.176886, 0.970826
0.337554, 0.199961, 0.919822
0.316503, 0.200907, 0.927072
-0.620842, -0.288864, 0.728775
-0.711674, -0.227454, 0.664669
-0.390601, -0.0959332, 0.915548
-0.179814, 0.0307018, 0.983221
0.0579921, 0.161225, 0.985212
0.438175, 0.302115, 0.846599
0.617046, 0.352343, 0.70364
0.559378, 0.404404, 0.72357
-0.721618, -0.153216, 0.675123
-0.804769, -0.0862645, 0.587287
-0.433995, 0.0571205, 0.899103
0.0183947, 0.0792191, 0.996687
0.203981, 0.12173, 0.971377
0.330267, 0.128397, 0.935114
0.379938, 0.0640811, 0.92279
-0.453587, -0.403339, 0.794718
-0.519994, -0.345615, 0.781125
-0.165841, -0.201863, 0.965271
0.0819734, -0.0486169, 0.995448
0.337838, 0.078455, 0.937929
0.549997, 0.284929, 0.78506
0.573485, 0.273242, 0.772304
-0.80151, 0.350952, 0.484163
-0.764589, 0.345851, 0.543866
-0.693237, 0.337796, 0.636644
-0.484227, 0.251111, 0.838133
-0.232535, 0.157444, 0.95976
-0.00149548, 0.0697557, 0.997563
0.162181, 0.0283864, 0.986353
0.251548, 0.00170076, 0.967843
-0.664613, -0.185352, 0.723833
-0.624676, -0.21724, 0.750057
-0.298843, -0.035199, 0.953653
0.0525798, -0.0338503, 0.998043
0.23747, -0.00293095, 0.97139
0.314012, -0.0136713, 0.94932
0.52283, -0.0609067, 0.850258
0.436856, -0.077192, 0.896213
-0.588747, -0.479611, 0.650654
-0.450862, -0.486249, 0.748522
-0.393209, -0.573134, 0.71896
-0.126046, -0.410755, 0.902991
0.0756158, -0.258651, 0.963007
0.199488, -0.148796, 0.968537
0.520031, 0.0196052, 0.853923
0.669757, 0.144544, 0.728377
0.612738, 0.215743, 0.760268
-0.80151, 0.350952, 0.484163
-0.80151, 0.350952, 0.484163
-0.723881, 0.339037, 0.600875
-0.522179, 0.307738, 0.795378
-0.131968, 0.067845, 0.988929
-0.0196128, 0.0806037, 0.996553
0.147125, 0.0594284, 0.987331
0.352295, -0.0560518, 0.934209
0.363046, 0.0125985, 0.931686
0.467478, 0.0364003, 0.883255
0.582817, 0.036852, 0.811767
0.657851, 0.0372311, 0.752228
0.7332, 0.0166671, 0.679809
-0.702345, -0.171913, 0.690766
-0.727574, -0.24151, 0.642112
-0.458639, -0.184458, 0.869268
-0.141463, -0.0615649, 0.988027
0.0635923, -0.0336869, 0.997407
0.230024, -0.0372561, 0.972472
0.253442, -0.0726068, 0.964622
0.346615, -0.0927233, 0.933413
0.413586, -0.0312557, 0.909928
-0.730846, -0.345767, 0.588481
-0.724014, -0.468243, 0.50651
-0.430399, -0.472175, 0.76929
-0.200043, -0.371282, 0.906715
0.0185792, -0.268912, 0.962985
0.203668, -0.255188, 0.945198
0.409496, -0.172427, 0.89587
0.627617, -0.0668186, 0.775649
0.603533, 0.000210028, 0.797338
-0.762581, 0.34726, 0.545785
-0.758551, 0.350059, 0.549598
-0.657073, 0.373767, 0.65464
-0.387605, 0.288236, 0.875604
0.0131353, 0.134764, 0.990791
0.0671194, 0.159798, 0.984865
0.274481, 0.0549395, 0.960022
0.403904, 0.0162836, 0.914656
0.417638, 0.0350887, 0.907936
0.575038, 0.0573728, 0.816113
0.7332, 0.0166671, 0.679809
0.7332, 0.0166671, 0.679809
-0.682982, -0.109309, 0.72221
-0.671604, -0.100967, 0.733998
-0.381787, -0.026783, 0.923862
-0.0756349, -0.00561895, 0.99712
0.0842484, 0.0445451, 0.995449
0.185766, 0.0239777, 0.982301
0.24183, 0.0266257, 0.969953
0.363774, 0.0604328, 0.929525
0.390609, 0.0609137, 0.918539
-0.699301, -0.266978, 0.6631
-0.72177, -0.215764, 0.657643
-0.381824, -0.191024, 0.904279
-0.11249, -0.170352, 0.978941
0.0302713, -0.117728, 0.992584
0.177033, -0.121002, 0.976738
0.396696, -0.10225, 0.912237
0.579793, -0.0964962, 0.809029
0.630736, -0.0383004, 0.775052
-0.700377, 0.3696, 0.610629
-0.681292, 0.382751, 0.623973
-0.541404, 0.412124, 0.732827
-0.237495, 0.29113, 0.926736
